57	-	0.350605,0.323712,0.338273,0.361404,0.389948,0.443839,0.415911,0.391488,0.415709,0.429338	1669542820781122
58	-	0.562799,0.57478,0.532407,0.544093,0.540918,0.451701,0.54806,0.529346,0.538235,0.584498	1669542820791685
59	-	0.457248,0.427557,0.456428,0.427552,0.452971,0.437456,0.450586,0.405216,0.447837,0.413682	1669542820802249
60	-	0.388476,0.393102,0.416002,0.372682,0.344453,0.504422,0.468699,0.437293,0.441955,0.494912	1669542820812807
61	-	0.650071,0.615914,0.597254,0.676874,0.644869,0.592177,0.661401,0.560436,0.620048,0.645332	1669542820823361
62	-	0.624231,0.518297,0.452024,0.458439,0.522378,0.470958,0.473583,0.446629,0.469043,0.444552	1669542820833923
63	-	0.533948,0.416,0.410859,0.394158,0.346039,0.418498,0.456081,0.509053,0.376768,0.408522	1669542820844478
64	-	0.492237,0.547538,0.51596,0.521447,0.505988,0.541181,0.535908,0.552027,0.488513,0.509247	1669542820855036
65	-	0.350207,0.365025,0.352682,0.363424,0.330488,0.347036,0.359699,0.371129,0.351297,0.374757	1669542820865602
66	-	0.641543,0.563803,0.509017,0.491824,0.637605,0.559198,0.711196,0.661774,0.563803,0.621934	1669542820876154
67	-	0.488252,0.329924,0.35015,0.404913,0.280077,0.269498,0.27799,0.286999,0.336501,0.317544	1669542820886699
68	-	0.558261,0.570894,0.533179,0.553242,0.544034,0.534509,0.506258,0.508116,0.531483,0.529746	1669542820897256
69	-	0.655525,0.637703,0.660479,0.633247,0.652798,0.643581,0.662713,0.624706,0.622841,0.552187	1669542820907848
70	-	0.430872,0.447811,0.424788,0.424529,0.388543,0.424529,0.378152,0.365903,0.424529,0.37549	1669542820918410
71	-	0.590355,0.567292,0.537653,0.45788,0.492124,0.625933,0.595233,0.577484,0.527507	1669542820927415
72	-	0.306309,0.293693,0.314681	1669542820931024
73	-	0.554687,0.417783,0.419846,0.511234,0.553795,0.555712,0.340953,0.408335,0.576907,0.368179	1669542820941563
74	-	0.539858,0.524639,0.463841,0.528116,0.480621,0.584747,0.617636,0.491511,0.424107,0.575172	1669542820952125
75	-	0.660775,0.587928,0.604055,0.543569,0.563264,0.539625,0.665721,0.667518,0.659823,0.590633	1669542820962692
76	-	0.565737,0.455712,0.490411,0.550767,0.550767,0.568577,0.480799,0.451405	1669542820971392
77	-	0.494656,0.456863,0.536517,0.532989,0.54209,0.535329,0.549266,0.50267,0.304434,0.581853	1669542820981943
78	-	0.546804,0.578921,0.533759,0.519722,0.450799,0.470831,0.455295,0.358632,0.311561,0.481102	1669542820992499
79	-	0.328424,0.326935,0.321561,0.337901,0.326707,0.330967,0.328085,0.366839,0.320774,0.335236	1669542821003062
80	-	0.485793,0.506869,0.503219,0.510384,0.548195,0.445753,0.432928,0.460801,0.482107,0.508478	1669542821013621
81	-	0.490819,0.558155,0.484944,0.513475,0.580027,0.494683,0.56706,0.55947,0.620057,0.512573	1669542821024198
82	-	0.611737,0.638897,0.611037,0.494796,0.638061,0.607746,0.620837,0.628652,0.591177,0.611037	1669542821034759
83	-	0.398281,0.422325,0.401024,0.423131,0.423105,0.419294,0.422325,0.403489,0.423096,0.423131	1669542821045321
84	-	0.559406,0.554731,0.595268,0.537284,0.575493,0.471913,0.52307,0.563498,0.528138,0.438534	1669542821055890
85	-	0.574008,0.606812,0.648917,0.621562,0.588136,0.593004,0.545256,0.588362,0.579859,0.53183	1669542821066454
86	-	0.461689,0.5184,0.385385,0.473152,0.398385,0.518961,0.447956,0.382287,0.482151,0.484336	1669542821077043
87	-	0.461984,0.447619,0.524934,0.471962,0.478063,0.420596,0.461821,0.45049	1669542821085767
88	-	0.354941,0.35124,0.347747,0.362132,0.357113,0.342729,0.362042,0.349343,0.369083,0.338901	1669542821096350
89	-	0.40366,0.597685,0.426137,0.509927,0.505739,0.434689,0.452065,0.575529,0.438132,0.54778	1669542821106904
90	-	0.500524,0.533681,0.544678,0.533681,0.598181,0.490954,0.575352,0.569193,0.567342,0.489756	1669542821117475
91	-	0.59732,0.54524,0.59732,0.507772,0.527785,0.535499,0.59732,0.572714,0.530161,0.534457	1669542821128036
92	-	0.601969,0.576479,0.581803,0.585543,0.547599,0.472573,0.570733,0.583914,0.533445,0.586699	1669542821139430
93	-	0.530588,0.59999,0.526151,0.587326,0.506243,0.584108,0.539149,0.57983,0.562234,0.57983	1669542821150006
94	-	0.463916,0.444882,0.457569,0.581733,0.512241,0.560529,0.556787,0.58192,0.426449,0.474723	1669542821160562
95	-	0.611401,0.606116,0.604579,0.60785,0.546166,0.622204,0.615484,0.616374,0.507553,0.56936	1669542821171122
96	-	0.544734,0.55226,0.541391,0.469152,0.451873,0.420857,0.54503,0.451614,0.440236,0.447228	1669542821181700
97	-	0.428523,0.433699,0.427404,0.472474,0.448326,0.45131,0.499308,0.423495,0.445175,0.439956	1669542821192279
98	-	0.425808,0.520249,0.469536,0.433272,0.505048,0.494907,0.509277,0.438664,0.471512,0.568042	1669542821202845
99	-	0.502391,0.614924,0.60824,0.607398,0.539423,0.589536,0.505841,0.570015,0.594623,0.539888	1669542821213402
100	-	0.326545,0.33942,0.34193,0.330695,0.342638,0.310753,0.318034,0.328249,0.320638,0.318246	1669542821223956
101	-	0.547758,0.50387,0.528807,0.507815,0.511401,0.514442,0.528342,0.507264,0.518285,0.436479	1669542821234518
102	-	0.645456,0.572963,0.610088,0.544701,0.556713,0.602468,0.571563,0.522834,0.644938,0.577534	1669542821245085
103	-	0.415456,0.348731,0.355081,0.302849,0.428973,0.362528,0.362182,0.403,0.374543,0.358445	1669542821255644
104	-	0.488885,0.569978,0.541459,0.523217,0.518061,0.580378,0.441238,0.523217,0.636415,0.612882	1669542821266207
105	-	0.633438,0.661264,0.608922,0.545862,0.43077,0.609261,0.661373,0.636105,0.608622,0.608826	1669542821276753
106	-	0.505624,0.456767,0.536979,0.52455,0.424476,0.44735,0.515089,0.433109,0.452697,0.427913	1669542821287327
107	-	0.511871,0.511871,0.511871,0.511871,0.511871,0.476589,0.544645,0.490704,0.570886,0.511871	1669542821297876
108	-	0.51289,0.501439,0.512103,0.506863,0.470632,0.444818,0.538568,0.480181,0.541517,0.510605	1669542821308430
109	-	0.555621,0.599915,0.545832,0.581789,0.626766,0.584429,0.511979,0.408163,0.497763,0.535299	1669542821319000
110	-	0.529756,0.599193,0.543869,0.550115,0.557972,0.595806,0.57327,0.524309,0.573638,0.597733	1669542821329632
111	-	0.422151,0.393097,0.419135,0.387983,0.424183	1669542821335945
112	-	0.507798,0.422725,0.487166,0.486613,0.423739,0.514975,0.53329,0.420312,0.493031,0.502451	1669542821346584
113	-	0.427716,0.410938,0.428071,0.377832,0.441735,0.425004,0.400741,0.407938,0.400362,0.406703	1669542821357206
114	-	0.531129,0.485231,0.423151,0.401259,0.5148,0.394616,0.475185,0.458681,0.493589,0.424829	1669542821367841
115	-	0.396325,0.395754,0.359491,0.474548,0.430996,0.408437,0.371008,0.385147,0.40349,0.385026	1669542821378485
116	-	0.515441,0.473651,0.485047,0.439134,0.51496,0.459547,0.484429,0.506283,0.458699,0.456183	1669542821389116
117	-	0.543609,0.451782,0.531894,0.568644,0.650387,0.568644,0.650387,0.552059,0.581314	1669542821398155
118	-	0.646855,0.589338,0.466933,0.43835,0.604216,0.603724,0.616911,0.60201,0.593498,0.568039	1669542821408771
119	-	0.540629,0.630443,0.581435,0.553766,0.353235,0.428831,0.60175,0.621072,0.582269,0.580233	1669542821419400
120	-	0.529971,0.444672,0.493723,0.477281,0.48772,0.568317,0.568317,0.54115,0.540744,0.459016	1669542821430041
121	-	0.581198,0.634417,0.61337,0.590709,0.584815,0.609847,0.517673,0.592033,0.569477,0.579305	1669542821440669
122	-	0.433124,0.467726,0.423552,0.439817,0.387028,0.433126,0.400255,0.446209,0.439817,0.433126	1669542821451296
123	-	0.458607,0.455656,0.458607,0.431267,0.402078,0.365471,0.403889,0.400629,0.404326,0.403889	1669542821461913
124	-	0.640937,0.643004,0.641423,0.648147,0.636016,0.565511,0.638266,0.512246,0.631282,0.612519	1669542821472534
125	-	0.387419,0.387334,0.380676,0.392475,0.443612,0.343579,0.336318,0.344466,0.398527,0.416425	1669542821483156
126	-	0.521891,0.527398,0.520786,0.536022,0.443043,0.521639,0.536022,0.508697,0.508697,0.529199	1669542821493782
127	-	0.558888,0.53401,0.536982,0.534149,0.507225,0.504312,0.533335,0.536075,0.453875,0.49935	1669542821504401
128	-	0.31991,0.328489,0.3233,0.296659,0.313025,0.320383,0.309907,0.307066,0.327699,0.293517	1669542821515031
129	-	0.42578,0.579751,0.605411,0.581149,0.574094,0.659321,0.61124,0.564609,0.558458,0.506888	1669542821525662
130	-	0.392834,0.379174	1669542821528647
131	-	0.556239,0.485743,0.431837,0.556239,0.431613,0.513061,0.515644,0.545184,0.424098,0.552026	1669542821539277
132	-	0.636288,0.633851,0.629347,0.62243,0.628792,0.621336,0.606215,0.616616,0.632275,0.61558	1669542821549916
133	-	0.562146,0.600218,0.592429,0.621853,0.631638,0.625553,0.616937,0.592407,0.612917,0.628637	1669542821560559
134	-	0.583713,0.489417,0.439738,0.41583,0.527923,0.52898,0.52898,0.544091,0.494699,0.570419	1669542821571192
135	-	0.443056,0.438607,0.478582,0.429802,0.506346,0.442818,0.428426	1669542821579613
136	-	0.580725,0.569896,0.618753,0.444982,0.447044,0.478284,0.441739,0.591991,0.618753,0.570221	1669542821590209
137	-	0.518293,0.481636,0.452525,0.554348,0.485698,0.518847,0.469781,0.556035,0.5571	1669542821599196
138	-	0.573608,0.55367,0.558013,0.535207,0.559912,0.519971,0.554322,0.593554,0.55709,0.565998	1669542821609761
139	-	0.39454,0.382349,0.380839,0.383756,0.440974,0.356518,0.356518,0.439788,0.443692,0.46073	1669542821620316
140	-	0.603296,0.563339,0.49657,0.471466,0.462676,0.45632,0.444067,0.488767,0.465444,0.453565	1669542821630866
141	-	0.609416,0.618648,0.528828,0.564038,0.56688,0.618648,0.562447,0.618648,0.555389,0.616454	1669542821641410
142	-	0.560977,0.514293,0.572005,0.517792,0.524112,0.516653,0.542754,0.525175,0.516879,0.573556	1669542821651967
143	-	0.611606,0.540697,0.566479,0.519025,0.517113,0.577247,0.509743,0.567542,0.545957,0.514704	1669542821662533
144	-	0.348916,0.400607,0.571125,0.580925,0.469246,0.507131,0.580925,0.469489,0.460633,0.469246	1669542821673078
145	-	0.558437,0.558437,0.605888,0.593801,0.623393,0.623582,0.512843,0.441586,0.442032,0.488155	1669542821683639
146	-	0.48524,0.605082,0.554583,0.547335,0.558468,0.423209,0.423209,0.463894,0.483185,0.471585	1669542821694189
147	-	0.550349,0.558392,0.508959,0.588991,0.546153,0.534113,0.547938,0.542668,0.544256,0.522608	1669542821704736
148	-	0.533513,0.526108,0.533513,0.554321,0.517297,0.524507,0.563043,0.54955,0.516128,0.55985	1669542821715307
149	-	0.631549,0.465953,0.454609,0.402824,0.458294,0.459336	1669542821722222
150	-	0.348117,0.308172,0.326838,0.301958,0.335537,0.364732,0.327549,0.359743,0.35936,0.340573	1669542821732786
151	-	0.615136,0.534206,0.601472,0.601686,0.573941,0.531411,0.605763,0.617222,0.576048,0.584347	1669542821743339
152	-	0.693751,0.582066,0.562854,0.552487,0.642399,0.58201,0.53767,0.569844,0.529571,0.612081	1669542821753886
153	-	0.529922,0.44808,0.406771,0.310108,0.409504,0.462277,0.449628,0.534854,0.499283,0.386608	1669542821764427
154	-	0.559788,0.589356,0.533338,0.545295,0.532626,0.559505,0.552413,0.569806,0.564991,0.462663	1669542821774975
155	-	0.60002,0.564154,0.591155,0.549325,0.526419,0.470796,0.51062	1669542821783345
156	-	0.417728,0.491655,0.427273,0.440446,0.413178,0.420466,0.326131,0.418105,0.518205,0.420755	1669542821793914
157	-	0.660925,0.623774,0.557623,0.600111,0.663885,0.664707,0.668226,0.654499,0.655081,0.663885	1669542821804485
158	-	0.526576,0.571815,0.482039,0.567128,0.642671,0.559791,0.57718,0.583737,0.587818,0.585334	1669542821815051
159	-	0.473225,0.567713,0.601884,0.427415,0.412943,0.460846,0.567104,0.512441,0.602175,0.465796	1669542821825616
160	-	0.664517,0.664517,0.654185,0.664517,0.682271,0.661489,0.66495,0.662498,0.682271,0.682745	1669542821836184
161	-	0.591904,0.509052,0.458855,0.477948,0.383226,0.536219,0.551282,0.510057,0.403919,0.392798	1669542821846750
162	-	0.498953,0.496998,0.553446,0.525014,0.455687,0.447542,0.575318,0.609501,0.627444,0.627082	1669542821857320
163	-	0.417121,0.441593,0.545951,0.415186,0.43963,0.439532,0.435547,0.43963,0.491048,0.490313	1669542821867887
164	-	0.583152,0.580531,0.629336,0.598191,0.572961,0.588548,0.538406,0.540237,0.568447,0.383879	1669542821878471
165	-	0.435837,0.439896,0.405123,0.422665,0.413702,0.418769,0.404735,0.410711,0.413816,0.370569	1669542821889044
166	-	0.676174,0.685615,0.666624,0.691973,0.650461,0.677075,0.661869,0.659144,0.662363,0.635598	1669542821899613
167	-	0.497724,0.638016,0.603831,0.477921,0.472293,0.638198,0.612454,0.474692,0.61238,0.481636	1669542821910173
168	-	0.386129,0.349799,0.573424,0.575576,0.441287,0.433268,0.432193,0.376011,0.390017,0.355038	1669542821920729
169	-	0.52679,0.49464,0.425951,0.516981,0.441946,0.49787,0.538712,0.500862,0.440683,0.400558	1669542821931284
170	-	0.524319,0.371539,0.334656,0.515887,0.367941,0.314055,0.393677,0.524828,0.516769,0.349288	1669542821941842
171	-	0.546479,0.526145,0.554314,0.548092,0.549876,0.545318,0.549569,0.56215,0.5604,0.587138	1669542821952398
172	-	0.650189,0.54456,0.537618,0.643012,0.653639,0.630505,0.630209,0.636985,0.597942,0.583008	1669542821962954
173	-	0.606198,0.618043,0.559908,0.479995,0.492716,0.50706,0.503869,0.492754,0.549289,0.467459	1669542821973503
174	-	0.512319,0.5565,0.544814,0.591684,0.586188,0.538709,0.536151,0.558919,0.561226,0.536321	1669542821984064
175	-	0.641375,0.570342,0.588492,0.621973,0.623511,0.594996,0.595631,0.597682,0.629504,0.61502	1669542821994619
176	-	0.570281,0.687362,0.651261,0.607722,0.599511,0.648155,0.607738,0.569632,0.655219,0.62622	1669542822005179
177	-	0.484879,0.495564,0.559119,0.546141,0.532265,0.62943,0.62943,0.643571,0.561197,0.403918	1669542822015742
178	-	0.584556,0.470401,0.53581,0.509468,0.493598,0.464353,0.512265,0.549174,0.472566,0.45393	1669542822026303
179	-	0.418139,0.416034,0.455845	1669542822029926
180	-	0.592908,0.580441,0.562761,0.598449,0.58871,0.619377,0.561184,0.461603,0.582919,0.602174	1669542822040493
181	-	0.582,0.600693,0.609783,0.610145,0.609783,0.609783,0.579251,0.600848,0.600542,0.610145	1669542822051060
182	-	0.501088,0.514839,0.52713,0.485607,0.501786,0.506759,0.474985,0.463806,0.502774,0.453381	1669542822061617
183	-	0.479693,0.471956,0.526629,0.49969,0.481448,0.459535,0.471956,0.526629,0.516649,0.532199	1669542822072171
184	-	0.471336,0.482313,0.54092,0.498049,0.534597,0.504454,0.555068,0.547418,0.508008,0.492439	1669542822082732
185	-	0.571635,0.501553,0.465859,0.453976,0.50941,0.574274,0.532476,0.388674,0.368587,0.56605	1669542822093288
186	-	0.339542,0.346825,0.409895,0.465871,0.372269,0.466558,0.368581,0.406337,0.385954,0.376671	1669542822103860
187	-	0.294097,0.409307,0.45214,0.393575,0.430462,0.403673,0.422093,0.393575,0.477559,0.393575	1669542822114422
188	-	0.59907,0.491985,0.515224,0.477341,0.430282,0.47135,0.377937,0.410291,0.421572,0.450823	1669542822124974
189	-	0.502781,0.469518,0.503641,0.482677,0.503428,0.500982,0.50919,0.481493,0.439952,0.492004	1669542822135531
190	-	0.522414,0.541775,0.512689,0.581998,0.420524,0.536923,0.516234,0.531399,0.524828,0.541935	1669542822146098
191	-	0.493916,0.523245,0.493084,0.459793,0.408115,0.459652,0.401841,0.510688,0.444061,0.449629	1669542822156649
192	-	0.489265,0.514224,0.534777,0.51737,0.471272,0.509702,0.50064,0.470026,0.50724,0.497217	1669542822167211
193	-	0.401613,0.438568,0.453055,0.541782,0.464104,0.439903,0.431275,0.420783,0.443812,0.39609	1669542822177770
194	-	0.394631,0.38378,0.399779,0.485556,0.481387,0.547474,0.572542,0.552081,0.513426,0.380266	1669542822188343
195	-	0.578372,0.470916,0.475976,0.464614,0.527505,0.443443,0.540579,0.484795,0.552676,0.561492	1669542822198898
196	-	0.36101,0.359228,0.363324,0.350104,0.371111,0.349151,0.351524,0.352043,0.341624,0.359018	1669542822209455
197	-	0.472711,0.54093,0.465045,0.518018,0.516651,0.546222,0.541235,0.493986,0.355177,0.349386	1669542822220005
198	-	0.509968,0.353598,0.529628,0.553388,0.416719,0.516779,0.529628,0.523943,0.553388,0.564325	1669542822230560
199	-	0.520569,0.416273,0.493687,0.483829,0.4203,0.515031,0.474121,0.494961,0.474121,0.487948	1669542822241112
200	-	0.463217,0.446048,0.485756,0.436317,0.480635,0.439804,0.458887,0.444103,0.44026,0.471649	1669542822251681
201	-	0.554308,0.506708,0.580411,0.580411	1669542822256810
202	-	0.553333,0.585604,0.486103,0.543617,0.585435,0.570114,0.576352,0.508588,0.579025,0.487887	1669542822267366
203	-	0.567499,0.460088,0.534005,0.536371,0.576907,0.558748,0.487744,0.512982,0.577784,0.561787	1669542822277920
204	-	0.509685,0.461359,0.467857,0.448951,0.522284,0.345651,0.399223,0.566208,0.566208,0.517657	1669542822288496
205	-	0.50075,0.458415,0.397308,0.419189,0.472133,0.450818,0.463524,0.478044,0.488542,0.476123	1669542822299058
206	-	0.352563,0.398054,0.419943,0.418879,0.473,0.489349,0.418848,0.418879,0.418879,0.418879	1669542822309611
207	-	0.473411,0.478021,0.517209,0.476633,0.540459,0.459818,0.552578,0.524663,0.431208,0.479546	1669542822320164
208	-	0.579468,0.618141,0.545568,0.601755,0.573946,0.576791,0.571817,0.618043,0.631335,0.579468	1669542822330718
209	-	0.495545,0.56575,0.526711,0.542828,0.56526,0.548369,0.602971,0.441204,0.549528,0.522037	1669542822341282
210	-	0.453757,0.463268,0.418469,0.418469,0.492124,0.429001,0.435184,0.449794,0.444903,0.564982	1669542822351857
211	-	0.444201,0.454445,0.557663,0.555288,0.536028,0.531489,0.56919,0.578564,0.606359,0.602562	1669542822362469
212	-	0.513297,0.570261,0.554156,0.342146,0.421587,0.587576,0.421587,0.437862,0.458769,0.588555	1669542822373089
213	-	0.603461,0.529191,0.469168,0.469168,0.469168,0.469168,0.571247,0.492041,0.477469,0.402847	1669542822383681
214	-	0.486775,0.407653,0.423171,0.451196,0.421519,0.430734,0.411077,0.469013,0.453137,0.416873	1669542822394282
215	-	0.547983,0.589589,0.586213,0.598164,0.595193,0.616989,0.586014,0.568816,0.583528,0.574184	1669542822404867
216	-	0.462723,0.404142,0.441474,0.438896,0.387305,0.461109,0.384573,0.382867,0.402623,0.39752	1669542822415464
217	-	0.624373,0.608634,0.610472,0.592208,0.612611,0.611527,0.61925,0.623742,0.608842,0.623034	1669542822426053
218	-	0.518326,0.519641,0.518296,0.527111,0.49327,0.49239,0.490625,0.524808,0.51666,0.529994	1669542822436645
219	-	0.52466,0.487931,0.523212,0.497975,0.492451,0.536758,0.536758,0.55202,0.513349,0.454048	1669542822447228
220	-	0.572032,0.597992,0.56092,0.50381,0.58173,0.582046,0.577256,0.599208,0.52534,0.587076	1669542822457820
221	-	0.611088,0.432778,0.596869,0.614039,0.595937,0.594853,0.575573,0.550746,0.587775,0.554259	1669542822468384
222	-	0.40884,0.312684,0.438119,0.33007,0.399664,0.413036,0.413423,0.387376,0.393598,0.387135	1669542822478935
223	-	0.466144,0.462588,0.403243,0.446837,0.419432,0.414946,0.381853,0.504488,0.559323,0.416439	1669542822489490
224	-	0.376747,0.419666,0.549075,0.552764,0.417526,0.552764,0.552764,0.461998,0.552764,0.514286	1669542822500050
225	-	0.492171,0.50935,0.498051,0.487106,0.431086,0.518295,0.457906,0.503823,0.474208,0.493311	1669542822510627
226	-	0.61616,0.625921,0.631654,0.647605,0.572146,0.635591,0.618981,0.624707,0.600527,0.625723	1669542822521172
227	-	0.613062,0.619119,0.620726,0.501238,0.51953,0.562443,0.566422,0.545355,0.618414,0.598927	1669542822531720
228	-	0.468497,0.39379,0.381431,0.359269,0.446288,0.438726,0.421786,0.389813,0.453407,0.550666	1669542822542273
229	-	0.552657,0.491324,0.513356,0.523369,0.429186,0.522257,0.509334,0.513356,0.624961,0.469467	1669542822552824
230	-	0.542602,0.528552,0.550842,0.448649,0.537348,0.562413,0.480245,0.535195,0.547421,0.5424	1669542822563384
231	-	0.557394,0.497442,0.523253,0.523253,0.493186,0.523253,0.496075,0.523192,0.465074,0.518632	1669542822573935
232	-	0.603917,0.623113,0.591747,0.591747,0.562627,0.606698,0.596782,0.55473,0.575233,0.60421	1669542822584492
233	-	0.48642,0.480302,0.585504,0.51123,0.545655,0.499126,0.494275,0.50009,0.491022,0.579487	1669542822595047
